ABDCQF01,ABDCQF02,ABDCQF03,ABDCQF04,BS,CALI,DRHO,DT,GR,NPHI,PEF,RACEHM,RACELM,RD,RHOB,RM,ROP,RPCEHM,RPCELM,RT,BVW,COAL_FLAG,KLOGH,PHIF,SAND_FLAG,SW,VCARB,VSH
2.5838,2.6198,2.5937,2.611,8.5,8.625,0.0532,83.0011,111.9017,0.2239,6.7223,1.7685,1.7837,1.768,2.5993,1.7388,25.0293,1.7388,1.768,1.7388,0.029,0.0,0.001,0.029,0.0,1.0,0.0,0.8075
2.5809,2.6176,2.5946,2.6117,8.5,8.625,0.0549,83.0065,110.673,0.2172,6.6334,1.784,1.7711,1.8073,2.5988,1.8324,25.0182,1.8324,1.8073,1.8324,0.0293,0.0,0.001,0.0293,0.0,1.0,0.0,0.7973
2.5795,2.6118,2.5964,2.6079,8.5,8.625,0.056,82.8858,106.7057,0.2095,6.6156,1.7942,1.7651,1.841,2.5972,1.9033,25.0071,1.9033,1.841,1.9033,0.0302,0.0,0.001,0.0302,0.0,1.0,0.0,0.7642
2.5806,2.6052,2.5986,2.6049,8.5,8.625,0.0567,82.6492,107.9044,0.2042,6.6758,1.7933,1.7608,1.8534,2.5963,1.9392,25.0178,1.9392,1.8534,1.9392,0.0307,0.0,0.001,0.0307,0.0,1.0,0.0,0.7742
2.5845,2.6006,2.6019,2.6061,8.5,8.6484,0.0573,82.4103,107.3631,0.2046,6.785,1.7998,1.7594,1.8396,2.598,1.9039,25.0286,1.9039,1.8396,1.9039,0.0297,0.0,0.001,0.0297,0.0,1.0,0.0,0.7697
2.5917,2.5996,2.6077,2.6118,8.5,8.625,0.0589,82.1815,105.5347,0.2108,6.8981,1.8006,1.7598,1.816,2.603,1.8358,25.0393,1.8358,1.816,1.8358,0.0269,0.0,0.001,0.0269,0.0,1.0,0.0,0.7545
2.6014,2.6015,2.614,2.6188,8.5,8.625,0.0617,81.7203,104.2583,0.2198,6.9723,1.7751,1.7478,1.7693,2.6093,1.7431,24.9698,1.7431,1.7693,1.7431,0.0233,0.0,0.001,0.0233,0.0,1.0,0.0,0.7438
2.6095,2.6035,2.6167,2.6238,8.5,8.625,0.0646,81.364,105.7908,0.2271,6.9914,1.7432,1.7377,1.7365,2.6132,1.7041,24.9003,1.7041,1.7365,1.7041,0.021,0.0,0.001,0.021,0.0,1.0,0.0,0.7566
2.6105,2.601,2.6123,2.6233,8.5,8.625,0.0655,81.2572,106.7815,0.2303,6.971,1.7162,1.7273,1.7248,2.6108,1.7013,24.831,1.7013,1.7248,1.7013,0.0224,0.0,0.001,0.0224,0.0,1.0,0.0,0.7648
2.6032,2.5942,2.6022,2.6165,8.5,8.625,0.063,81.1617,108.3717,0.23,6.9408,1.6894,1.7205,1.7022,2.6027,1.6719,24.8767,1.6719,1.7022,1.6719,0.027,0.0,0.001,0.027,0.0,1.0,0.0,0.7781
2.5929,2.5881,2.5929,2.6067,8.5,8.625,0.0585,81.1875,110.0999,0.2266,6.9056,1.6798,1.7147,1.6782,2.594,1.6116,24.9224,1.6116,1.6782,1.6116,0.032,0.0,0.001,0.032,0.0,1.0,0.0,0.7925
2.5872,2.5874,2.5885,2.6003,8.5,8.625,0.0545,81.4823,110.7597,0.2214,6.8583,1.6787,1.7114,1.6443,2.5904,1.5451,24.9659,1.5451,1.6443,1.5451,0.0341,0.0,0.001,0.0341,0.0,1.0,0.0,0.798
2.5899,2.5942,2.5896,2.6004,8.5,8.625,0.0532,81.9298,109.7336,0.2162,6.7911,1.6746,1.7069,1.6355,2.5933,1.5321,23.7993,1.5321,1.6355,1.5321,0.0324,0.0,0.001,0.0324,0.0,1.0,0.0,0.7895
2.5969,2.6044,2.5941,2.6052,8.5,8.625,0.0545,82.4089,108.8195,0.2135,6.7139,1.6732,1.6975,1.6548,2.5996,1.5829,22.6326,1.5829,1.6548,1.5829,0.0288,0.0,0.001,0.0288,0.0,1.0,0.0,0.7818
2.6001,2.613,2.5975,2.609,8.5,8.625,0.0563,82.8563,107.5775,0.2147,6.6572,1.6699,1.6854,1.7011,2.6038,1.6997,21.4667,1.6997,1.7011,1.6997,0.0264,0.0,0.001,0.0264,0.0,1.0,0.0,0.7714
2.5956,2.6148,2.5973,2.6102,8.5,8.625,0.0562,83.0595,111.3877,0.2186,6.6533,1.6787,1.6823,1.7082,2.6029,1.7306,20.7586,1.7306,1.7082,1.7306,0.0269,0.0,0.001,0.0269,0.0,1.0,0.0,0.8032
2.5877,2.6082,2.5948,2.6108,8.5,8.625,0.0539,83.1261,112.6062,0.2219,6.6886,1.6942,1.681,1.689,2.5986,1.6717,20.0506,1.6717,1.689,1.6717,0.0294,0.0,0.001,0.0294,0.0,1.0,0.0,0.8134
2.5829,2.5985,2.5935,2.6127,8.5,8.625,0.0515,83.012,111.3106,0.2219,6.7186,1.6883,1.6779,1.6834,2.5953,1.6625,19.3427,1.6625,1.6834,1.6625,0.0313,0.0,0.001,0.0313,0.0,1.0,0.0,0.8027
2.5839,2.5917,2.5961,2.6145,8.5,8.625,0.051,82.7672,106.5048,0.2198,6.6982,1.6819,1.6736,1.6814,2.5952,1.6656,18.6481,1.6656,1.6814,1.6656,0.0313,0.0,0.001,0.0313,0.0,1.0,0.0,0.7626
2.5883,2.5895,2.6,2.6131,8.5,8.625,0.0517,82.4217,104.5695,0.2191,6.6339,1.665,1.6677,1.684,2.5962,1.6768,17.9535,1.6768,1.684,1.6768,0.0307,0.0,0.001,0.0307,0.0,1.0,0.0,0.7464
2.5927,2.5907,2.6016,2.6072,8.5,8.625,0.0526,81.8657,107.0643,0.2216,6.5739,1.6515,1.6653,1.6795,2.5956,1.6752,17.2588,1.6752,1.6795,1.6752,0.0311,0.0,0.001,0.0311,0.0,1.0,0.0,0.7671
2.5949,2.5931,2.5994,2.5992,8.5,8.625,0.0529,81.118,111.9558,0.2251,6.5474,1.658,1.663,1.6614,2.5933,1.6283,16.5599,1.6283,1.6614,1.6283,0.0324,0.0,0.001,0.0324,0.0,1.0,0.0,0.8079
2.5947,2.5953,2.5951,2.5929,8.5,8.625,0.0533,80.2604,113.7823,0.2272,6.5437,1.6647,1.6604,1.6439,2.5906,1.5894,15.8611,1.5894,1.6439,1.5894,0.0339,0.0,0.001,0.0339,0.0,1.0,0.0,0.8231
2.5927,2.5961,2.5921,2.5896,8.5,8.625,0.0542,79.3954,118.7125,0.2288,6.562,1.645,1.6545,1.652,2.589,1.6308,15.1635,1.6308,1.652,1.6308,0.0349,0.0,0.001,0.0349,0.0,1.0,0.0,0.8643
2.589,2.5943,2.5912,2.5894,8.5,8.625,0.0554,79.1442,118.3261,0.2311,6.6166,1.6259,1.6475,1.6567,2.5887,1.6537,15.1029,1.6537,1.6567,1.6537,0.035,0.0,0.001,0.035,0.0,1.0,0.0,0.861
2.5854,2.5913,2.5922,2.5923,8.5,8.625,0.0567,79.3873,118.5807,0.234,6.6989,1.6245,1.6464,1.6308,2.5896,1.5896,15.0423,1.5896,1.6308,1.5896,0.0345,0.0,0.001,0.0345,0.0,1.0,0.0,0.8632
2.5846,2.5884,2.5946,2.5967,8.5,8.625,0.0579,80.5778,118.5233,0.235,6.7626,1.6175,1.6478,1.5951,2.5913,1.5119,14.9818,1.5119,1.5951,1.5119,0.0335,0.0,0.001,0.0335,0.0,1.0,0.0,0.8627
2.5863,2.587,2.5957,2.6009,8.5,8.625,0.0586,81.5727,118.6834,0.2325,6.7789,1.6064,1.6469,1.5826,2.5921,1.4956,14.9614,1.4956,1.5826,1.4956,0.0331,0.0,0.001,0.0331,0.0,1.0,0.0,0.8641
2.5887,2.5871,2.5955,2.6024,8.5,8.625,0.0583,82.3979,117.1817,0.2274,6.7779,1.608,1.6438,1.5856,2.5917,1.4996,14.9409,1.4996,1.5856,1.4996,0.0333,0.0,0.001,0.0333,0.0,1.0,0.0,0.8516
2.5907,2.5881,2.596,2.6005,8.5,8.625,0.0574,82.9873,113.0711,0.2223,6.7954,1.6129,1.646,1.5921,2.5912,1.5251,14.9205,1.5251,1.5921,1.5251,0.0336,0.0,0.001,0.0336,0.0,1.0,0.0,0.8173
2.5924,2.5901,2.5998,2.5979,8.5,8.625,0.057,83.3746,111.5257,0.2195,6.8159,1.6185,1.6425,1.6029,2.5925,1.5579,14.9432,1.5579,1.6029,1.5579,0.0329,0.0,0.001,0.0329,0.0,1.0,0.0,0.8044
2.5942,2.593,2.6063,2.5951,8.5,8.625,0.0575,83.5552,111.1433,0.2193,6.8064,1.6118,1.6358,1.6166,2.5953,1.6038,14.9659,1.6038,1.6166,1.6038,0.0313,0.0,0.001,0.0313,0.0,1.0,0.0,0.8012
2.5951,2.5975,2.6099,2.5923,8.5,8.625,0.058,83.7336,111.1674,0.2219,6.7832,1.6018,1.6332,1.6313,2.5975,1.6516,14.9886,1.6516,1.6313,1.6516,0.03,0.0,0.001,0.03,0.0,1.0,0.0,0.8014
2.5946,2.6024,2.6085,2.5904,8.5,8.625,0.0578,83.8691,113.0006,0.2263,6.7914,1.5936,1.6351,1.6108,2.5979,1.6067,14.9993,1.6067,1.6108,1.6067,0.0298,0.0,0.001,0.0298,0.0,1.0,0.0,0.8167
2.5938,2.6055,2.6047,2.5919,8.5,8.6484,0.0572,83.9514,113.6998,0.2298,6.836,1.6004,1.6478,1.5719,2.5975,1.4967,15.01,1.4967,1.5719,1.4967,0.03,0.0,0.001,0.03,0.0,1.0,0.0,0.8225
2.5948,2.6047,2.6029,2.5973,8.5,8.625,0.0568,83.9875,115.461,0.2302,6.8624,1.6075,1.6511,1.5691,2.5981,1.4753,15.0207,1.4753,1.5691,1.4753,0.0297,0.0,0.001,0.0297,0.0,1.0,0.0,0.8372
2.5976,2.6003,2.6034,2.6046,8.5,8.625,0.0569,84.0247,110.9841,0.2269,6.8239,1.6151,1.6551,1.6034,2.5994,1.5446,15.0137,1.5446,1.6034,1.5446,0.0289,0.0,0.001,0.0289,0.0,1.0,0.0,0.7999
2.5993,2.5951,2.6021,2.6096,8.5,8.625,0.057,84.0695,111.62,0.2212,6.7401,1.6354,1.6579,1.6372,2.5994,1.612,15.0066,1.612,1.6372,1.612,0.0289,0.0,0.001,0.0289,0.0,1.0,0.0,0.8052
2.5987,2.5933,2.5981,2.6105,8.5,8.625,0.057,84.138,110.7622,0.215,6.6693,1.652,1.6603,1.6944,2.598,1.725,14.9996,1.725,1.6944,1.725,0.0297,0.0,0.001,0.0297,0.0,1.0,0.0,0.7981
2.5982,2.5954,2.5937,2.6083,8.5,8.625,0.0568,84.2112,106.8465,0.2097,6.6496,1.6659,1.6644,1.7257,2.5964,1.8019,14.9786,1.8019,1.7257,1.8019,0.0306,0.0,0.001,0.0306,0.0,1.0,0.0,0.7654
2.6001,2.5972,2.5913,2.6041,8.5,8.625,0.056,84.2865,104.4956,0.2071,6.6713,1.6777,1.6724,1.7276,2.5953,1.7806,14.9576,1.7806,1.7276,1.7806,0.0313,0.0,0.001,0.0313,0.0,1.0,0.0,0.7458
2.6016,2.5953,2.5927,2.6,8.5,8.625,0.0549,84.1524,106.2627,0.2081,6.6986,1.6841,1.6781,1.7092,2.5947,1.7196,14.9366,1.7196,1.7092,1.7196,0.0316,0.0,0.001,0.0316,0.0,1.0,0.0,0.7605
2.5998,2.5907,2.5966,2.5975,8.5,8.625,0.0542,83.903,109.372,0.2122,6.7147,1.6869,1.6845,1.6926,2.5944,1.665,14.9332,1.665,1.6926,1.665,0.0318,0.0,0.001,0.0318,0.0,1.0,0.0,0.7864
2.5941,2.5866,2.6002,2.5966,8.5,8.625,0.0544,83.4896,112.1656,0.2179,6.7043,1.6891,1.6903,1.675,2.5939,1.6156,14.9297,1.6156,1.675,1.6156,0.0321,0.0,0.001,0.0321,0.0,1.0,0.0,0.8097
2.5882,2.5846,2.6006,2.5968,8.5,8.625,0.0552,83.1403,113.7778,0.2224,6.6677,1.6964,1.6949,1.6775,2.5926,1.6056,14.9263,1.6056,1.6775,1.6056,0.0328,0.0,0.001,0.0328,0.0,1.0,0.0,0.8231
2.5857,2.5824,2.5963,2.5986,8.5,8.625,0.056,82.8436,113.9242,0.2229,6.6239,1.7094,1.6889,1.701,2.5903,1.6587,14.9316,1.6587,1.701,1.6587,0.0341,0.0,0.001,0.0341,0.0,1.0,0.0,0.8244
2.5849,2.5797,2.5904,2.6022,8.5,8.625,0.0565,82.6468,110.6142,0.2197,6.5968,1.7234,1.6884,1.735,2.5882,1.7435,14.9368,1.7435,1.735,1.7435,0.0353,0.0,0.001,0.0353,0.0,1.0,0.0,0.7968
2.5841,2.5794,2.5875,2.6063,8.5,8.625,0.0571,82.5018,108.3939,0.2149,6.5997,1.7268,1.6842,1.7667,2.5881,1.8186,14.9421,1.8186,1.7667,1.8186,0.0354,0.0,0.001,0.0354,0.0,1.0,0.0,0.7783
2.584,2.5843,2.5889,2.6086,8.5,8.625,0.058,82.3829,104.5498,0.2107,6.6136,1.7352,1.6775,1.8034,2.5903,1.8988,14.9474,1.8988,1.8034,1.8988,0.0341,0.0,0.001,0.0341,0.0,1.0,0.0,0.7463
2.5862,2.5917,2.5927,2.6079,8.5,8.625,0.0593,82.2898,104.4405,0.208,6.609,1.7596,1.6794,1.8197,2.593,1.9045,14.9527,1.9045,1.8197,1.9045,0.0326,0.0,0.001,0.0326,0.0,1.0,0.0,0.7453
2.5888,2.5968,2.5958,2.6047,8.5,8.625,0.0603,82.2272,106.1602,0.2066,6.5771,1.7824,1.68,1.8219,2.5942,1.8779,14.9581,1.8779,1.8219,1.8779,0.0319,0.0,0.001,0.0319,0.0,1.0,0.0,0.7597
2.5868,2.5957,2.597,2.6001,8.5,8.625,0.0607,82.1792,105.3397,0.2053,6.5128,1.7936,1.671,1.8224,2.5925,1.8747,14.9634,1.8747,1.8224,1.8747,0.0329,0.0,0.001,0.0329,0.0,1.0,0.0,0.7528
2.5796,2.5891,2.5965,2.5944,8.5,8.625,0.0604,82.1333,105.2232,0.2035,6.4405,1.7829,1.6511,1.8224,2.5884,1.8962,14.9688,1.8962,1.8224,1.8962,0.0352,0.0,0.001,0.0352,0.0,1.0,0.0,0.7519
2.5715,2.5809,2.5946,2.5889,8.5,8.6406,0.0599,82.0403,104.1927,0.2003,6.392,1.756,1.6234,1.8127,2.5839,1.9183,14.9741,1.9183,1.8127,1.9183,0.0378,0.0,0.001,0.0378,0.0,1.0,0.0,0.7433
2.5689,2.5757,2.5919,2.5848,8.5,8.625,0.0601,81.9114,99.4536,0.1943,6.3745,1.6964,1.5807,1.7786,2.5812,1.9167,14.9758,1.9167,1.7786,1.9167,0.0393,0.0,0.001,0.0393,0.0,1.0,0.0,0.7039
2.5726,2.5752,2.5895,2.5837,8.5,8.625,0.0615,81.7116,89.0227,0.1847,6.3731,1.6262,1.544,1.7257,2.5813,1.854,14.9776,1.854,1.7257,1.854,0.0393,0.0,0.001,0.0393,0.0,1.0,0.0,0.6171
2.5785,2.5787,2.5882,2.5865,8.5,8.625,0.0651,81.5233,71.8331,0.1728,6.3654,1.5434,1.5102,1.6527,2.5834,1.6918,14.9793,1.6918,1.6527,1.6918,0.0381,0.0,0.0025,0.0381,0.0,1.0,0.0483,0.4738
2.5818,2.5816,2.5885,2.591,8.5,8.625,0.0713,81.3339,58.3619,0.1615,6.3537,1.5017,1.4853,1.5591,2.5848,1.4828,14.9804,1.4828,1.559,1.4828,0.0373,0.0,0.0052,0.0373,0.0,1.0,0.1632,0.3615
2.5763,2.5769,2.5849,2.5893,8.5,8.5938,0.0776,81.0098,50.3866,0.1562,6.3581,1.4998,1.468,1.4758,2.5793,1.3132,14.9815,1.3132,1.4758,1.3132,0.0404,0.0,0.0093,0.0404,0.0,1.0,0.2363,0.295
2.5598,2.5587,2.5719,2.5741,8.5,8.5781,0.0785,80.4702,46.0155,0.1503,6.3706,1.5103,1.4429,1.4369,2.5625,1.2459,14.9827,1.2459,1.4369,1.2459,0.05,0.0,0.0176,0.05,0.0,1.0,0.2505,0.2585
2.5381,2.5312,2.5507,2.5505,8.5,8.5781,0.0711,79.7428,43.3722,0.1436,6.3676,1.5059,1.4117,1.4563,2.5389,1.2882,14.9705,1.2882,1.4563,1.2882,0.0635,0.0,0.0351,0.0635,0.0,1.0,0.2295,0.2365
2.5239,2.5102,2.5339,2.5339,8.5,8.5781,0.0601,78.8347,42.4062,0.134,6.3352,1.4892,1.3616,1.5364,2.5227,1.563,14.9584,1.563,1.5364,1.563,0.0727,0.0,0.0538,0.0727,0.0,1.0,0.2053,0.2283
2.525,2.5076,2.5307,2.5341,8.5,8.625,0.0535,77.9961,45.5857,0.1202,6.2991,1.4891,1.2928,1.7072,2.5225,2.1767,14.9462,2.1767,1.7072,2.1767,0.0729,0.0,0.045,0.0729,0.0,1.0,0.1705,0.2547
2.5349,2.5183,2.5378,2.5454,8.5,8.625,0.0542,77.23,55.1335,0.1134,6.2983,1.4855,1.2189,1.7297,2.5321,2.3021,14.9264,2.302,1.7297,2.302,0.0674,0.0,0.0209,0.0674,0.0,1.0,0.0968,0.3342
2.5418,2.5281,2.5424,2.5538,8.5,8.625,0.0582,76.576,70.0489,0.1159,6.3277,1.4243,1.1563,1.5752,2.5389,1.9414,14.9066,1.9414,1.5752,1.9414,0.0635,0.0,0.0076,0.0635,0.0,1.0,0.0,0.4585
2.54,2.5296,2.5385,2.5522,8.5,8.6563,0.0615,75.8751,87.2198,0.1274,6.3516,1.3785,1.1272,1.4798,2.5367,1.7216,14.8869,1.7216,1.4798,1.7216,0.0647,0.0,0.003,0.0647,0.0,1.0,0.0,0.6018
2.5321,2.5243,2.5286,2.5422,8.5,8.6016,0.0637,75.1103,92.3905,0.1566,6.3432,1.2906,1.0868,1.3647,2.5281,1.4831,14.9224,1.4831,1.3647,1.4831,0.0697,0.0,0.0027,0.0697,0.0,1.0,0.0,0.645
2.5226,2.5161,2.518,2.5281,8.5,8.5938,0.0665,74.4537,89.9371,0.182,6.2809,1.1177,1.0082,1.2048,2.5174,1.2624,14.9579,1.2624,1.2047,1.2624,0.0758,0.0,0.0039,0.0758,0.0,1.0,0.0,0.6246
2.5106,2.5049,2.5066,2.5113,8.5,8.625,0.0699,73.8537,78.8772,0.1988,6.1648,0.9721,0.9376,1.0668,2.5042,1.1067,14.9933,1.1067,1.0668,1.1067,0.0833,0.0,0.0101,0.0833,0.0,1.0,0.0,0.5325
2.4914,2.4883,2.4893,2.4893,8.5,8.625,0.0729,73.3265,66.6396,0.2089,6.006,0.8826,0.8729,0.8916,2.4847,0.8841,14.9944,0.8841,0.8916,0.8841,0.0945,0.0,0.0318,0.0945,0.0,1.0,0.0,0.4304
2.4621,2.4662,2.462,2.4595,8.5,8.625,0.0736,73.5182,59.0379,0.2103,5.8229,0.7823,0.813,0.748,2.4569,0.6663,14.9955,0.6663,0.748,0.6663,0.1103,0.0,0.0929,0.1103,1.0,1.0,0.0,0.367
2.4243,2.4399,2.4287,2.4247,8.5,8.6016,0.0707,73.8414,54.8755,0.2112,5.6493,0.6929,0.7525,0.6834,2.4237,0.6174,14.9967,0.6174,0.6834,0.6174,0.1293,0.0,0.2524,0.1293,1.0,1.0,0.0,0.3323
2.3861,2.4117,2.3968,2.3919,8.5,8.5781,0.0645,74.2101,52.5168,0.2102,5.5197,0.6406,0.7105,0.646,2.3923,0.6141,14.9776,0.6141,0.646,0.6141,0.1473,0.0,0.5947,0.1473,1.0,1.0,0.0,0.3127
2.3576,2.3861,2.3738,2.3681,8.5,8.5781,0.0581,74.6895,51.1189,0.2117,5.4498,0.6056,0.6824,0.6092,2.3684,0.5843,14.9586,0.5843,0.6092,0.5843,0.1609,0.0,1.1141,0.1609,1.0,1.0,0.0,0.301
2.3418,2.3668,2.3603,2.3538,8.5,8.5781,0.0543,75.4466,50.4723,0.2151,5.4234,0.585,0.6687,0.5783,2.3537,0.5457,14.9395,0.5457,0.5783,0.5457,0.1693,0.0,1.6183,0.1693,1.0,1.0,0.0,0.2957
2.3339,2.354,2.3522,2.3437,8.5,8.5781,0.0525,76.8007,45.8443,0.2187,5.4133,0.5727,0.6629,0.559,2.3444,0.5147,14.9567,0.5147,0.559,0.5147,0.1742,0.0,2.6135,0.1746,1.0,0.9975,0.0,0.2571
2.3291,2.3446,2.3454,2.3359,8.5,8.5781,0.0504,78.3388,41.341,0.2195,5.4144,0.5617,0.6566,0.5388,2.3373,0.4769,14.9739,0.4769,0.5388,0.4769,0.1787,0.0,3.986,0.1787,1.0,1.0,0.0,0.2195
2.3283,2.3374,2.3415,2.3349,8.5,8.5677,0.0472,79.9518,39.7486,0.2158,5.4298,0.5587,0.6534,0.5307,2.3344,0.4586,14.991,0.4586,0.5307,0.4586,0.1803,0.0,4.6694,0.1803,1.0,1.0,0.0,0.2062
2.3362,2.3367,2.3437,2.3453,8.5,8.5781,0.0446,81.6275,39.9516,0.2086,5.4576,0.5734,0.6487,0.5464,2.3399,0.4978,14.988,0.4979,0.5464,0.4979,0.1764,0.0,4.0701,0.1772,1.0,0.9955,0.0,0.2079
2.3524,2.3449,2.3526,2.364,8.5,8.5781,0.0445,82.6695,42.5331,0.2009,5.4919,0.6375,0.6543,0.6414,2.3531,0.638,14.985,0.638,0.6414,0.638,0.1585,0.0,2.5942,0.1697,1.0,0.9341,0.0,0.2293
2.3709,2.3603,2.3659,2.3811,8.5,8.5781,0.0466,83.3973,48.9501,0.1966,5.5318,0.6827,0.6724,0.702,2.3689,0.696,14.9819,0.696,0.702,0.696,0.1522,0.0,1.2485,0.1606,1.0,0.9474,0.0,0.2829
2.3853,2.378,2.3817,2.3901,8.5,8.5781,0.0499,83.829,53.1897,0.197,5.5751,0.7129,0.6843,0.7465,2.3831,0.7706,14.9789,0.7706,0.7465,0.7706,0.1452,0.0,0.7065,0.1525,1.0,0.9518,0.0,0.3182
2.3947,2.3943,2.3995,2.3937,8.5,8.5781,0.054,84.0039,55.4741,0.1995,5.629,0.7323,0.694,0.7746,2.3953,0.8312,14.9759,0.8312,0.7746,0.8312,0.1399,0.0,0.4683,0.1455,1.0,0.9612,0.0,0.3373
2.4019,2.407,2.4159,2.3985,8.5,8.6094,0.0591,84.0245,54.7459,0.2015,5.6942,0.7305,0.7007,0.7794,2.4059,0.8435,14.9728,0.8435,0.7794,0.8435,0.138,0.0,0.3831,0.1395,1.0,0.9895,0.0,0.3312
2.4086,2.414,2.4252,2.4062,8.5,8.5781,0.0644,83.8677,53.7462,0.2029,5.7641,0.7124,0.7101,0.7623,2.4132,0.8057,14.9204,0.8057,0.7623,0.8057,0.1353,0.0,0.3433,0.1353,1.0,1.0,0.0,0.3229
2.4117,2.413,2.4234,2.4113,8.5,8.6094,0.068,83.5527,49.8681,0.2009,5.8013,0.7013,0.7231,0.7276,2.4136,0.7165,14.8681,0.7165,0.7276,0.7165,0.1351,0.0,0.4252,0.1351,1.0,1.0,0.0,0.2906
2.4064,2.4031,2.4112,2.4072,8.5,8.625,0.0677,83.1302,45.4686,0.1997,5.7643,0.7051,0.7389,0.6961,2.4047,0.642,14.8157,0.642,0.6961,0.642,0.1402,0.0,0.6716,0.1402,1.0,1.0,0.0,0.254
2.3938,2.3887,2.3966,2.3948,8.5,8.625,0.0637,82.587,42.1084,0.1955,5.6694,0.7098,0.7525,0.676,2.3909,0.5939,14.7541,0.5939,0.676,0.5939,0.1481,0.0,1.1176,0.1481,1.0,1.0,0.0,0.226
2.3797,2.3762,2.3865,2.3816,8.5,8.5781,0.058,82.0162,38.1951,0.1929,5.5849,0.7044,0.7655,0.6827,2.3792,0.609,14.6925,0.609,0.6827,0.609,0.1547,0.0,1.8305,0.1547,1.0,1.0,0.0,0.1933
2.3711,2.3693,2.3815,2.3749,8.5,8.5781,0.0528,81.4243,36.7222,0.1887,5.5498,0.7413,0.8077,0.7287,2.3736,0.6713,14.6307,0.6713,0.7287,0.6713,0.1528,0.0,2.2665,0.1579,1.0,0.9671,0.0,0.181
2.3722,2.369,2.3786,2.3769,8.5,8.5781,0.0487,80.8112,41.0191,0.1872,5.5563,0.7834,0.8503,0.7779,2.3737,0.7284,14.5389,0.7284,0.7779,0.7284,0.1482,0.0,1.7656,0.1579,1.0,0.9384,0.0,0.2168
2.3821,2.3746,2.3762,2.3846,8.5,8.5781,0.0462,80.2827,44.5823,0.1869,5.5774,0.8149,0.8916,0.83,2.3778,0.7819,14.447,0.7819,0.83,0.7819,0.1439,0.0,1.3086,0.1555,1.0,0.9253,0.0,0.2465
2.3966,2.3844,2.3767,2.3945,8.5,8.5781,0.0457,79.8294,43.1761,0.1858,5.5966,0.8667,0.9367,0.8782,2.385,0.8155,14.3554,0.8155,0.8782,0.8155,0.1407,0.0,1.2037,0.1514,1.0,0.9291,0.0,0.2348
2.41,2.396,2.3826,2.4046,8.5,8.5781,0.0467,79.5019,44.5369,0.1835,5.6174,0.9062,0.9655,0.9142,2.3945,0.8494,14.3419,0.8494,0.9142,0.8494,0.1377,0.0,0.8959,0.146,1.0,0.9429,0.0,0.2461
2.4185,2.4068,2.3949,2.4163,8.5,8.5781,0.0475,79.2679,50.4849,0.1813,5.6556,0.938,0.9831,0.9451,2.406,0.9029,14.3285,0.9029,0.9451,0.9029,0.1338,0.0,0.4889,0.1394,1.0,0.9598,0.0,0.2956
2.4234,2.4162,2.413,2.4296,8.5,8.5781,0.0468,79.1327,56.9512,0.1802,5.723,0.9775,1.0114,1.0094,2.4189,1.0105,14.315,1.0105,1.0094,1.0105,0.1273,0.0,0.2507,0.1321,1.0,0.9639,0.0,0.3495
2.4286,2.4283,2.4375,2.444,8.5,8.6016,0.0458,78.8548,60.538,0.1766,5.8205,1.0561,1.0591,1.1042,2.4354,1.1378,14.3157,1.1378,1.1043,1.1378,0.1202,0.0,0.1398,0.1226,1.0,0.9798,0.0,0.3794
2.4384,2.4473,2.4667,2.4608,8.5,8.6484,0.0471,78.4692,64.2081,0.1742,5.937,1.1971,1.1489,1.2427,2.4566,1.2397,14.3164,1.2398,1.2427,1.2398,0.1105,0.0,0.0696,0.1105,1.0,1.0,0.0,0.4101
2.4542,2.4721,2.495,2.4812,8.5,8.6094,0.0504,77.9528,62.5377,0.1696,6.0493,1.3244,1.2215,1.4262,2.481,1.4943,14.3172,1.4943,1.4262,1.4943,0.0966,0.0,0.0438,0.0966,0.0,1.0,0.0,0.3962
2.4756,2.4974,2.5173,2.5045,8.5,8.625,0.0529,77.2034,58.5947,0.1533,6.1365,1.4376,1.2832,1.6066,2.5044,1.8264,14.299,1.8265,1.6066,1.8265,0.0832,0.0,0.0322,0.0832,0.0,1.0,0.0215,0.3634
2.502,2.5206,2.5334,2.5282,8.5,8.6719,0.0537,76.5131,52.7033,0.1345,6.1878,1.5598,1.3462,1.761,2.5257,2.1307,14.2808,2.1307,1.761,2.1307,0.071,0.0,0.0277,0.071,0.0,1.0,0.1067,0.3142
2.5327,2.543,2.5476,2.55,8.5,8.6719,0.0549,75.9493,50.948,0.1211,6.2071,1.6428,1.3901,1.8467,2.5466,2.2882,14.2626,2.2882,1.8467,2.2882,0.0591,0.0,0.019,0.0591,0.0,1.0,0.1638,0.2995
2.5638,2.5646,2.5626,2.5687,8.5,8.625,0.0583,75.3058,54.7732,0.1177,6.2099,1.7047,1.4384,1.9148,2.5666,2.3457,14.2837,2.3457,1.9148,2.3457,0.0477,0.0,0.0097,0.0477,0.0,1.0,0.1645,0.3313
2.59,2.5818,2.5754,2.5842,8.5,8.625,0.064,74.6123,66.1304,0.1209,6.2087,1.7467,1.4957,1.9289,2.5828,2.2411,14.3048,2.2411,1.9289,2.2411,0.0384,0.0,0.0035,0.0384,0.0,1.0,0.0906,0.4259
