ABDCQF01,ABDCQF02,ABDCQF03,ABDCQF04,BS,CALI,DRHO,DT,GR,NPHI,PEF,RACEHM,RACELM,RD,RHOB,RM,ROP,RPCEHM,RPCELM,RT,BVW,COAL_FLAG,KLOGH,PHIF,SAND_FLAG,SW,VCARB,VSH
2.5677,2.5558,2.5878,2.5767,8.5,8.6719,0.0614,70.7327,50.4864,0.1162,6.3081,1.7088,1.5363,1.7953,2.5731,1.9887,19.8131,1.9887,1.7953,1.9887,0.0584,0.0,0.019,0.0584,0.0,1.0,0.1708,0.2957
2.5685,2.5512,2.5923,2.5777,8.5,8.625,0.0644,71.1893,52.6994,0.125,6.3433,1.6638,1.5305,1.7223,2.5739,1.8222,19.8257,1.8222,1.7223,1.8222,0.058,0.0,0.0165,0.058,0.0,1.0,0.15,0.3142
2.5716,2.5496,2.5908,2.5764,8.5,8.625,0.0672,71.7643,52.5491,0.1305,6.3469,1.6305,1.5117,1.6857,2.5725,1.7493,19.8382,1.7493,1.6857,1.7493,0.0587,0.0,0.0171,0.0587,0.0,1.0,0.1489,0.3129
2.5707,2.5478,2.5828,2.5701,8.5,8.625,0.068,72.3032,52.05,0.1332,6.3376,1.596,1.504,1.6454,2.5676,1.7035,19.8507,1.7035,1.6454,1.7035,0.0614,0.0,0.0196,0.0614,0.0,1.0,0.1447,0.3088
2.5648,2.5472,2.5726,2.5619,8.5,8.625,0.0681,72.8183,50.1122,0.1341,6.319,1.5433,1.4701,1.6073,2.561,1.6864,19.8464,1.6864,1.6073,1.6864,0.065,0.0,0.0253,0.065,0.0,1.0,0.1515,0.2926
2.5568,2.5492,2.5641,2.5554,8.5,8.625,0.0692,73.3055,48.3114,0.134,6.2867,1.4898,1.451,1.5409,2.5554,1.6055,19.8421,1.6055,1.5409,1.6055,0.0681,0.0,0.0318,0.0681,0.0,1.0,0.1591,0.2776
2.5511,2.551,2.5579,2.5506,8.5,8.6484,0.0715,73.7235,46.903,0.1313,6.2336,1.436,1.4241,1.4589,2.5509,1.4785,19.8378,1.4785,1.4589,1.4785,0.0705,0.0,0.038,0.0705,0.0,1.0,0.1649,0.2659
2.5465,2.5479,2.5507,2.5438,8.5,8.6484,0.0723,74.0993,46.9859,0.1363,6.1908,1.382,1.3984,1.3946,2.5445,1.385,19.8316,1.385,1.3946,1.385,0.074,0.0,0.0435,0.074,0.0,1.0,0.1517,0.2665
2.5386,2.539,2.5392,2.5348,8.5,8.6484,0.0708,74.5296,48.4035,0.1408,6.1922,1.3293,1.3789,1.3664,2.5349,1.3357,19.8255,1.3357,1.3664,1.3357,0.0793,0.0,0.0495,0.0793,0.0,1.0,0.1195,0.2784
2.5264,2.5275,2.5255,2.5284,8.5,8.625,0.0682,74.9798,49.0978,0.1465,6.226,1.2802,1.3529,1.3036,2.524,1.2501,19.8193,1.2501,1.3036,1.2501,0.0852,0.0,0.0604,0.0852,0.0,1.0,0.0931,0.2841
2.5151,2.517,2.5145,2.5256,8.5,8.625,0.0664,75.4446,49.9564,0.152,6.2481,1.2436,1.3319,1.2518,2.5149,1.1852,19.7937,1.1852,1.2518,1.1852,0.0902,0.0,0.0701,0.0902,0.0,1.0,0.0692,0.2913
2.5063,2.5084,2.5093,2.523,8.5,8.6719,0.0648,75.8498,50.5502,0.1562,6.2154,1.2246,1.3112,1.226,2.5083,1.1603,19.7681,1.1603,1.226,1.1603,0.0938,0.0,0.0783,0.0938,0.0,1.0,0.0527,0.2963
2.5005,2.502,2.5083,2.5168,8.5,8.625,0.0622,76.114,49.8657,0.1586,6.1355,1.214,1.3044,1.2144,2.5034,1.1485,19.7426,1.1485,1.2144,1.1485,0.0965,0.0,0.0907,0.0965,0.0,1.0,0.0501,0.2905
2.4968,2.4986,2.5062,2.5071,8.5,8.6484,0.0588,76.2379,52.0693,0.1594,6.0467,1.2039,1.2905,1.2144,2.4987,1.1519,19.7746,1.1519,1.2144,1.1519,0.0991,0.0,0.0885,0.0991,0.0,1.0,0.0244,0.3089
2.4958,2.498,2.5007,2.498,8.5,8.6484,0.0563,76.0064,51.4459,0.1561,5.9748,1.2021,1.2896,1.2153,2.4944,1.1548,19.8066,1.1548,1.2153,1.1548,0.1014,0.0,0.1008,0.1014,1.0,1.0,0.0222,0.3037
2.4994,2.4988,2.4951,2.4918,8.5,8.625,0.0558,75.7797,52.5049,0.1581,5.9195,1.2133,1.2891,1.2223,2.4915,1.1499,19.8385,1.1499,1.2223,1.1499,0.103,0.0,0.1011,0.103,1.0,1.0,0.0094,0.3126
2.5029,2.4968,2.4925,2.4895,8.5,8.625,0.0553,75.5685,51.6914,0.1557,5.8818,1.2527,1.3005,1.2308,2.4897,1.1431,19.8341,1.1431,1.2309,1.1431,0.104,0.0,0.1101,0.104,1.0,1.0,0.0126,0.3058
2.5004,2.4916,2.4935,2.4927,8.5,8.625,0.0532,75.3832,47.782,0.1503,5.8704,1.2679,1.3001,1.3141,2.4889,1.2902,19.8298,1.2902,1.3141,1.2902,0.1044,0.0,0.1404,0.1044,1.0,1.0,0.0424,0.2732
2.4941,2.4869,2.4982,2.5028,8.5,8.625,0.0506,75.2067,46.114,0.1433,5.9062,1.2839,1.3011,1.3911,2.4914,1.4538,19.8254,1.4538,1.3911,1.4538,0.1031,0.0,0.1463,0.1031,1.0,1.0,0.0611,0.2593
2.4919,2.4876,2.5063,2.5178,8.5,8.625,0.0504,75.0399,44.8861,0.1374,5.9749,1.3239,1.3105,1.4132,2.4988,1.4768,19.8193,1.4768,1.4132,1.4768,0.099,0.0,0.1336,0.099,0.0,1.0,0.0857,0.249
2.5021,2.4968,2.5158,2.5301,8.5,8.6484,0.0541,74.6271,46.3803,0.1352,6.0339,1.3867,1.3273,1.4271,2.51,1.4389,19.8131,1.4389,1.4271,1.4389,0.0929,0.0,0.0959,0.0929,0.0,1.0,0.0925,0.2615
2.5206,2.5102,2.5212,2.5327,8.5,8.6484,0.0593,74.2099,47.148,0.1328,6.0549,1.4238,1.3317,1.4519,2.5191,1.444,19.8069,1.444,1.452,1.444,0.0879,0.0,0.0752,0.0879,0.0,1.0,0.1021,0.2679
2.5356,2.5218,2.5198,2.5252,8.5,8.625,0.0619,73.8442,45.9047,0.1359,6.0575,1.4456,1.332,1.4799,2.5215,1.5057,19.7327,1.5057,1.4799,1.5057,0.0866,0.0,0.0766,0.0866,0.0,1.0,0.1185,0.2575
2.5395,2.5294,2.5141,2.5146,8.5,8.625,0.0605,73.8458,46.1888,0.1328,6.0854,1.4312,1.3246,1.5097,2.5191,1.6188,19.6585,1.6188,1.5097,1.6188,0.0879,0.0,0.0794,0.0879,0.0,1.0,0.1112,0.2599
2.5361,2.5354,2.5124,2.5108,8.5,8.625,0.0576,74.022,43.8055,0.1275,6.1501,1.3926,1.3153,1.5183,2.519,1.6943,19.5843,1.6943,1.5183,1.6943,0.088,0.0,0.0913,0.088,0.0,1.0,0.1344,0.2401
2.5345,2.5431,2.5198,2.519,8.5,8.6563,0.057,74.4237,43.0301,0.1205,6.207,1.3488,1.3014,1.4695,2.5255,1.5707,19.5293,1.5707,1.4695,1.5707,0.0844,0.0,0.0829,0.0844,0.0,1.0,0.1552,0.2336
2.5394,2.5506,2.5313,2.5341,8.5,8.6484,0.0604,74.6507,44.7545,0.1235,6.202,1.3188,1.2945,1.3833,2.5362,1.4067,19.4743,1.4067,1.3833,1.4067,0.0786,0.0,0.0594,0.0786,0.0,1.0,0.1584,0.2479
2.5433,2.5518,2.5398,2.5449,8.5,8.6719,0.0653,74.8082,47.3108,0.1248,6.1239,1.2952,1.2887,1.3075,2.5424,1.257,19.4193,1.257,1.3075,1.257,0.0752,0.0,0.0447,0.0752,0.0,1.0,0.1444,0.2692
2.5363,2.5424,2.5414,2.5433,8.5,8.6484,0.0673,74.9038,48.8886,0.1344,6.0246,1.2465,1.2729,1.2559,2.5385,1.182,19.3487,1.182,1.2559,1.182,0.0773,0.0,0.0445,0.0773,0.0,1.0,0.1215,0.2824
2.5187,2.5263,2.5367,2.5302,8.5,8.6484,0.0649,74.9633,49.3028,0.1377,5.9619,1.184,1.245,1.2371,2.5266,1.2014,19.2782,1.2014,1.237,1.2014,0.0838,0.0,0.0563,0.0838,0.0,1.0,0.0958,0.2859
2.4996,2.5132,2.528,2.5136,8.5,8.6406,0.06,75.0375,46.1455,0.1447,5.9493,1.1773,1.238,1.2091,2.5131,1.1495,19.2076,1.1495,1.2091,1.1495,0.0912,0.0,0.0908,0.0912,0.0,1.0,0.1004,0.2596
2.4863,2.5074,2.5168,2.4984,8.5,8.625,0.055,75.2129,44.4433,0.1458,5.967,1.1896,1.2318,1.1819,2.5019,1.0951,19.1364,1.0951,1.1819,1.0951,0.0973,0.0,0.128,0.0973,0.0,1.0,0.0955,0.2454
2.4801,2.5074,2.5071,2.4868,8.5,8.625,0.052,75.2667,44.2547,0.1449,5.9861,1.165,1.2183,1.1734,2.4952,1.1146,19.0651,1.1146,1.1734,1.1146,0.101,0.0,0.1499,0.101,1.0,1.0,0.0848,0.2438
2.4802,2.5099,2.5023,2.4809,8.5,8.6719,0.0519,75.2423,44.2134,0.141,5.9708,1.1333,1.1971,1.1739,2.4931,1.1395,18.9939,1.1395,1.1739,1.1395,0.1021,0.0,0.1573,0.1021,1.0,1.0,0.0813,0.2434
2.4851,2.5108,2.502,2.4818,8.5,8.6719,0.0542,75.0998,46.387,0.1413,5.9119,1.1439,1.1909,1.1523,2.4942,1.0782,18.9828,1.0782,1.1523,1.0782,0.1015,0.0,0.1355,0.1015,1.0,1.0,0.0637,0.2615
2.4905,2.5072,2.5029,2.4868,8.5,8.6406,0.056,75.0754,47.6771,0.1424,5.8475,1.1552,1.1787,1.1808,2.4954,1.1175,18.9718,1.1175,1.1808,1.1175,0.1009,0.0,0.1226,0.1009,1.0,1.0,0.0547,0.2723
2.4923,2.5009,2.5031,2.4926,8.5,8.6719,0.0553,75.1414,49.5648,0.1426,5.8364,1.1612,1.1649,1.2285,2.4956,1.2323,18.9607,1.2323,1.2285,1.2323,0.1008,0.0,0.1095,0.1008,1.0,1.0,0.0392,0.288
2.4921,2.4975,2.5053,2.4983,8.5,8.6719,0.0534,75.3897,50.1779,0.1416,5.8982,1.1885,1.1603,1.2597,2.4977,1.3137,18.961,1.3137,1.2597,1.3137,0.0996,0.0,0.1009,0.0996,0.0,1.0,0.0378,0.2932
2.4949,2.5016,2.5107,2.5049,8.5,8.6719,0.0527,75.6822,49.6988,0.143,6.0027,1.2211,1.1505,1.2731,2.5036,1.3553,18.9614,1.3553,1.2731,1.3553,0.0964,0.0,0.0912,0.0964,0.0,1.0,0.0518,0.2891
2.5048,2.512,2.5175,2.5124,8.5,8.6484,0.0544,76.0032,51.3398,0.1391,6.1076,1.2202,1.1358,1.2746,2.5124,1.3847,18.9617,1.3847,1.2746,1.3847,0.0916,0.0,0.0684,0.0916,0.0,1.0,0.0532,0.3028
2.5216,2.5234,2.5226,2.5194,8.5,8.625,0.058,76.3013,50.4261,0.1423,6.1766,1.1796,1.1138,1.2558,2.5211,1.3971,18.9603,1.3971,1.2558,1.3971,0.0868,0.0,0.0596,0.0868,0.0,1.0,0.076,0.2952
2.541,2.5316,2.5257,2.5247,8.5,8.6484,0.0634,76.5772,49.0332,0.1405,6.1831,1.1409,1.1026,1.2099,2.5279,1.3344,18.9589,1.3343,1.2099,1.3343,0.0831,0.0,0.0556,0.0831,0.0,1.0,0.1006,0.2837
2.556,2.5334,2.5256,2.5263,8.5,8.6484,0.0699,76.833,45.6508,0.1459,6.1071,1.1033,1.0904,1.1464,2.5299,1.1964,18.9574,1.1964,1.1464,1.1964,0.082,0.0,0.0647,0.082,0.0,1.0,0.137,0.2554
2.5565,2.5248,2.5187,2.5193,8.5,8.625,0.0736,77.0125,44.5442,0.1489,5.9723,1.0657,1.0787,1.0538,2.5226,1.0076,18.9386,1.0076,1.0538,1.0076,0.086,0.0,0.0809,0.086,0.0,1.0,0.1339,0.2462
2.5373,2.5043,2.503,2.5011,8.5,8.6484,0.0708,77.0973,42.4348,0.1509,5.8512,1.0225,1.0631,1.0117,2.5042,0.9536,18.9197,0.9536,1.0117,0.9536,0.0961,0.0,0.1367,0.0961,0.0,1.0,0.1193,0.2286
2.5074,2.4791,2.484,2.4763,8.5,8.625,0.0627,77.0864,41.7315,0.1512,5.7948,0.9943,1.0413,1.0174,2.4818,1.0038,18.9009,1.0038,1.0174,1.0038,0.1083,0.0,0.2324,0.1083,1.0,1.0,0.0832,0.2228
2.4838,2.4609,2.4711,2.4557,8.5,8.625,0.0554,76.8402,41.7978,0.15,5.785,0.9976,1.0342,1.0154,2.4652,1.0112,18.9289,1.0112,1.0154,1.0112,0.1174,0.0,0.333,0.1174,1.0,1.0,0.0515,0.2233
2.4729,2.4555,2.4666,2.4454,8.5,8.6484,0.0523,76.5206,41.523,0.1453,5.7746,1.0046,1.028,1.0111,2.4582,1.0183,18.9571,1.0183,1.0111,1.0183,0.1212,0.0,0.3943,0.1212,1.0,1.0,0.0411,0.221
2.4693,2.4588,2.4666,2.445,8.5,8.625,0.0527,76.1191,40.8032,0.1461,5.7482,0.9709,1.0221,1.008,2.458,1.0345,18.9851,1.0345,1.008,1.0345,0.1213,0.0,0.4127,0.1213,1.0,1.0,0.047,0.2151
2.4674,2.4652,2.4677,2.4505,8.5,8.625,0.0547,75.6913,39.1621,0.1442,5.7231,0.9626,1.0338,0.9731,2.4606,0.9322,18.9808,0.9322,0.9731,0.9322,0.1199,0.0,0.4286,0.1199,1.0,1.0,0.0669,0.2014
2.4668,2.471,2.4689,2.4587,8.5,8.625,0.0576,75.3738,38.3312,0.1434,5.7059,0.9803,1.0438,0.9547,2.4646,0.8682,18.9765,0.8682,0.9547,0.8682,0.1177,0.0,0.4119,0.1177,1.0,1.0,0.0824,0.1944
2.4668,2.4738,2.4687,2.4651,8.5,8.625,0.0594,75.2236,38.7569,0.1431,5.7093,0.9938,1.048,0.968,2.4672,0.8856,18.9722,0.8856,0.968,0.8856,0.1163,0.0,0.3796,0.1163,1.0,1.0,0.0834,0.198
2.4656,2.4726,2.4662,2.4654,8.5,8.6016,0.058,75.2525,37.569,0.1444,5.7563,1.0085,1.0517,1.0103,2.4665,0.9827,18.9671,0.9827,1.0103,0.9827,0.1167,0.0,0.4128,0.1167,1.0,1.0,0.0935,0.1881
2.4638,2.4714,2.4646,2.4634,8.5,8.625,0.0537,75.3802,37.3347,0.1374,5.8436,1.0447,1.0562,1.0875,2.4652,1.1347,18.9619,1.1347,1.0875,1.1347,0.1174,0.0,0.4305,0.1174,1.0,1.0,0.0933,0.1861
2.4647,2.4748,2.468,2.4649,8.5,8.625,0.0501,75.6428,36.3359,0.1328,5.9221,1.0832,1.0694,1.1425,2.4683,1.2273,18.9569,1.2273,1.1425,1.2273,0.1157,0.0,0.4261,0.1157,1.0,1.0,0.1094,0.1778
2.4711,2.483,2.4773,2.4742,8.5,8.625,0.0499,75.9703,36.805,0.1312,5.9391,1.0943,1.0801,1.1687,2.477,1.2428,18.9901,1.2428,1.1687,1.2428,0.1109,0.0,0.3428,0.1109,1.0,1.0,0.1223,0.1817
2.4813,2.492,2.4881,2.4886,8.5,8.6406,0.0527,76.2936,38.055,0.1336,5.8985,1.1267,1.0997,1.1662,2.4876,1.1972,19.0234,1.1972,1.1662,1.1972,0.1051,0.0,0.253,0.1051,1.0,1.0,0.1308,0.1921
2.4895,2.4974,2.4945,2.4996,8.5,8.625,0.0558,76.577,40.5912,0.1378,5.8459,1.1543,1.1115,1.1642,2.4942,1.1516,19.0567,1.1516,1.1642,1.1516,0.1015,0.0,0.1892,0.1015,1.0,1.0,0.1182,0.2132
2.4934,2.4997,2.4965,2.5027,8.5,8.625,0.0578,76.6261,43.5644,0.141,5.8319,1.1535,1.1205,1.1854,2.4962,1.1949,19.1783,1.1949,1.1854,1.1949,0.1004,0.0,0.1526,0.1004,1.0,1.0,0.0931,0.238
2.4941,2.5006,2.4986,2.5,8.5,8.625,0.0591,76.5403,45.4235,0.1425,5.8829,1.1465,1.1222,1.1989,2.4964,1.2197,19.3,1.2197,1.1989,1.2197,0.1003,0.0,0.1365,0.1003,1.0,1.0,0.0763,0.2535
2.4944,2.5011,2.5041,2.4969,8.5,8.625,0.061,76.2547,45.8237,0.1435,5.9664,1.1436,1.1307,1.1801,2.4979,1.1758,19.4216,1.1758,1.1801,1.1758,0.0995,0.0,0.1291,0.0995,0.0,1.0,0.0754,0.2569
2.4956,2.5015,2.5117,2.4956,8.5,8.625,0.0635,75.9459,46.1957,0.1454,6.0275,1.1279,1.1303,1.1614,2.5006,1.1557,19.5259,1.1557,1.1614,1.1557,0.098,0.0,0.1191,0.098,0.0,1.0,0.077,0.2599
2.4955,2.4998,2.5171,2.4939,8.5,8.625,0.0647,75.6643,47.4267,0.1482,6.0158,1.1301,1.1344,1.1274,2.5012,1.07,19.6302,1.07,1.1274,1.07,0.0977,0.0,0.1095,0.0977,0.0,1.0,0.0671,0.2702
2.4913,2.4943,2.5166,2.4895,8.5,8.625,0.0627,75.5159,48.06,0.151,5.9298,1.139,1.1375,1.1178,2.4972,1.0314,19.7344,1.0314,1.1178,1.0314,0.0999,0.0,0.1152,0.0999,0.0,1.0,0.0545,0.2755
2.4814,2.4856,2.5097,2.483,8.5,8.625,0.0575,75.4407,48.5641,0.1528,5.8275,1.1306,1.1316,1.1389,2.4891,1.0903,19.7701,1.0903,1.1389,1.0903,0.1043,0.0,0.1337,0.1043,1.0,1.0,0.0363,0.2797
2.4695,2.4786,2.5016,2.479,8.5,8.625,0.0525,75.4235,50.7665,0.1536,5.7875,1.1242,1.1259,1.1539,2.4818,1.1406,19.8059,1.1406,1.1539,1.1406,0.1083,0.0,0.1382,0.1083,1.0,1.0,0.0068,0.298
2.4631,2.479,2.4982,2.481,8.5,8.625,0.0511,75.5337,52.5145,0.1544,5.8401,1.1273,1.1233,1.166,2.481,1.1757,19.8415,1.1757,1.166,1.1757,0.1087,0.0,0.1271,0.1087,1.0,1.0,0.0,0.3126
2.4663,2.4888,2.5014,2.4886,8.5,8.6484,0.0542,75.7302,52.4629,0.1519,5.9553,1.1329,1.1183,1.1789,2.4878,1.2071,19.8581,1.2071,1.1789,1.2071,0.105,0.0,0.1099,0.105,1.0,1.0,0.0038,0.3122
2.4769,2.5023,2.5072,2.4976,8.5,8.6719,0.0589,75.9775,53.5563,0.1511,6.0631,1.1369,1.1134,1.1762,2.4976,1.1934,19.8746,1.1934,1.1762,1.1934,0.0997,0.0,0.0833,0.0997,0.0,1.0,0.0114,0.3213
2.4869,2.5106,2.5104,2.5037,8.5,8.6484,0.0613,76.2389,53.6133,0.1516,6.1023,1.1411,1.1064,1.1723,2.5043,1.1863,19.8913,1.1863,1.1723,1.1863,0.096,0.0,0.0716,0.096,0.0,1.0,0.0217,0.3218
2.4919,2.5117,2.51,2.5062,8.5,8.625,0.0607,76.4807,52.4647,0.1483,6.0736,1.1328,1.1002,1.1771,2.5058,1.2151,19.9261,1.2151,1.1771,1.2151,0.0952,0.0,0.0741,0.0952,0.0,1.0,0.033,0.3123
2.4925,2.5093,2.5077,2.5071,8.5,8.6406,0.0591,76.7085,49.0179,0.1428,6.0168,1.1191,1.0914,1.1737,2.5043,1.2366,19.9609,1.2366,1.1737,1.2366,0.096,0.0,0.0933,0.096,0.0,1.0,0.0587,0.2835
2.491,2.5076,2.5043,2.5059,8.5,8.6719,0.0576,76.9322,47.3045,0.1423,5.9691,1.1105,1.0881,1.1592,2.5012,1.1941,19.9956,1.1941,1.1592,1.1941,0.0977,0.0,0.1103,0.0977,0.0,1.0,0.0682,0.2692
2.4891,2.5083,2.5006,2.5011,8.5,8.6484,0.0566,77.2052,48.6911,0.1436,5.9541,1.089,1.0717,1.1219,2.4978,1.1295,20.0024,1.1295,1.1219,1.1295,0.0996,0.0,0.1097,0.0996,0.0,1.0,0.0502,0.2808
2.4872,2.5098,2.4989,2.4938,8.5,8.6719,0.0561,77.5185,48.5837,0.1453,5.9578,1.0461,1.0551,1.0866,2.4951,1.1077,20.0092,1.1077,1.0866,1.1077,0.101,0.0,0.117,0.101,1.0,1.0,0.0464,0.2799
2.4858,2.5106,2.4991,2.489,8.5,8.6719,0.0572,77.7553,44.0002,0.1463,5.9564,1.0217,1.0387,1.0645,2.4941,1.0999,20.016,1.0999,1.0645,1.0999,0.1016,0.0,0.1557,0.1016,1.0,1.0,0.085,0.2417
2.4838,2.5066,2.4986,2.4879,8.5,8.6484,0.0599,77.8953,40.6106,0.1499,5.9305,0.9958,1.0279,1.0371,2.4924,1.0627,20.0106,1.0627,1.0371,1.0627,0.1025,0.0,0.1965,0.1025,1.0,1.0,0.1144,0.2134
2.4782,2.4957,2.4928,2.4877,8.5,8.625,0.0626,77.9357,39.5616,0.1507,5.8767,0.972,1.018,0.9975,2.4862,0.9912,20.0051,0.9912,0.9975,0.9912,0.1059,0.0,0.2391,0.1059,1.0,1.0,0.1127,0.2047
2.4684,2.4794,2.4802,2.4817,8.5,8.625,0.0625,77.6509,39.4319,0.1514,5.8031,0.9699,1.009,0.9756,2.4742,0.9447,19.9997,0.9447,0.9756,0.9447,0.1125,0.0,0.3133,0.1125,1.0,1.0,0.0905,0.2036
2.4573,2.4625,2.4642,2.4688,8.5,8.625,0.0589,77.382,38.2678,0.1505,5.7241,0.9838,1.0059,0.9769,2.4592,0.9435,20.0123,0.9435,0.9769,0.9435,0.1207,0.0,0.4652,0.1207,1.0,1.0,0.0725,0.1939
2.448,2.4487,2.4503,2.4544,8.5,8.6016,0.0536,77.1455,35.6789,0.1511,5.6571,0.9843,0.994,0.9955,2.446,0.9985,20.0248,0.9985,0.9955,0.9985,0.1279,0.0,0.7209,0.1279,1.0,1.0,0.0715,0.1723
2.4415,2.4399,2.4421,2.4438,8.5,8.625,0.0495,77.1082,34.5954,0.1461,5.621,0.9819,0.9852,1.0058,2.4376,1.0161,20.0374,1.0161,1.0058,1.0161,0.1325,0.0,0.9225,0.1325,1.0,1.0,0.0653,0.1633
2.4376,2.4372,2.44,2.4389,8.5,8.625,0.0485,77.1003,35.4804,0.1463,5.6113,0.9782,0.9812,0.9933,2.4349,0.9813,20.0322,0.9813,0.9933,0.9813,0.1339,0.0,0.93,0.1339,1.0,1.0,0.0517,0.1707
2.4355,2.4402,2.442,2.4391,8.5,8.625,0.0508,77.1116,35.82,0.1487,5.6138,0.9718,0.9764,0.9746,2.4367,0.9438,20.027,0.9438,0.9746,0.9438,0.133,0.0,0.8769,0.133,1.0,1.0,0.052,0.1735
2.4338,2.4446,2.4467,2.4397,8.5,8.625,0.0541,77.1288,37.6802,0.1512,5.6186,0.9618,0.9677,0.9681,2.4396,0.9331,20.0217,0.9331,0.9681,0.9331,0.1314,0.0,0.7394,0.1314,1.0,1.0,0.0406,0.189
2.4315,2.4458,2.452,2.4387,8.5,8.625,0.0558,77.066,39.6449,0.1531,5.6397,0.969,0.9621,0.9673,2.4411,0.9432,20.0162,0.9432,0.9673,0.9432,0.1305,0.0,0.639,0.1305,1.0,1.0,0.0261,0.2053
2.431,2.4432,2.4562,2.4369,8.5,8.625,0.0542,76.8536,41.5238,0.1543,5.6901,0.9749,0.9546,0.9814,2.4413,0.9999,20.0107,0.9999,0.9814,0.9999,0.1304,0.0,0.5711,0.1304,1.0,1.0,0.0106,0.221
2.436,2.4426,2.46,2.4391,8.5,8.625,0.0512,76.5451,46.6244,0.1557,5.7564,0.9637,0.9338,1.0176,2.4447,1.1512,20.005,1.1512,1.0176,1.1512,0.1286,0.0,0.3952,0.1286,1.0,1.0,0.0,0.2635
2.4484,2.4507,2.4667,2.4492,8.5,8.625,0.0512,76.1492,50.2106,0.1581,5.8074,0.9386,0.9186,1.0178,2.4552,1.1973,19.9652,1.1973,1.0178,1.1973,0.1228,0.0,0.2554,0.1228,1.0,1.0,0.0,0.2934
2.4675,2.4676,2.4773,2.4668,8.5,8.6484,0.0576,75.5989,50.4406,0.1584,5.8193,0.9148,0.9119,0.9753,2.471,1.1367,19.9254,1.1367,0.9753,1.1367,0.1142,0.0,0.1783,0.1142,1.0,1.0,0.0,0.2954
2.4848,2.483,2.4846,2.483,8.5,8.6484,0.0682,75.1544,49.6907,0.1619,5.7799,0.8795,0.9116,0.9129,2.4825,0.9861,19.8858,0.9861,0.9129,0.9861,0.1079,0.0,0.1447,0.1079,1.0,1.0,0.0161,0.2892
2.4868,2.4832,2.4782,2.4831,8.5,8.6484,0.0749,74.7741,44.7822,0.1664,5.698,0.8568,0.9225,0.8216,2.4784,0.7686,19.935,0.7686,0.8216,0.7686,0.1102,0.0,0.2099,0.1102,1.0,1.0,0.0493,0.2482
2.4667,2.466,2.4592,2.4617,8.5,8.6016,0.0708,74.494,40.6919,0.1668,5.6154,0.8251,0.9214,0.7821,2.4577,0.6764,19.9841,0.6764,0.7821,0.6764,0.1215,0.0,0.4181,0.1215,1.0,1.0,0.0475,0.2141
2.433,2.4438,2.4403,2.4305,8.5,8.5781,0.0579,74.3704,38.8303,0.1601,5.6012,0.8248,0.9243,0.8433,2.4334,0.8352,20.0332,0.8352,0.8433,0.8352,0.1348,0.0,0.7923,0.1348,1.0,1.0,0.0189,0.1986
2.4056,2.433,2.4363,2.4109,8.5,8.625,0.0445,74.3086,37.0558,0.1484,5.6896,0.9027,0.9402,0.9351,2.4229,1.0102,20.0278,1.0102,0.9351,1.0102,0.1405,0.0,1.1044,0.1405,1.0,1.0,0.0147,0.1838
2.4032,2.4419,2.45,2.4188,8.5,8.625,0.0382,74.2625,36.1001,0.1406,5.8375,0.9601,0.9612,1.0038,2.4337,1.1263,20.0224,1.1263,1.0038,1.1263,0.1346,0.0,0.9211,0.1346,1.0,1.0,0.0436,0.1759
2.4264,2.4641,2.4721,2.4503,8.5,8.625,0.0411,74.2087,35.0743,0.1361,5.9638,1.008,0.9858,1.0639,2.4592,1.2028,20.0171,1.2028,1.0639,1.2028,0.1207,0.0,0.5592,0.1207,1.0,1.0,0.1038,0.1673
2.4595,2.4876,2.491,2.4882,8.5,8.625,0.0494,74.1776,34.9533,0.1352,6.0115,1.0518,1.021,1.1262,2.4855,1.2479,20.0117,1.2479,1.1262,1.2479,0.1063,0.0,0.3167,0.1063,1.0,1.0,0.1595,0.1662
2.4865,2.5041,2.5018,2.516,8.5,8.6484,0.0579,74.2874,38.3314,0.1338,6.0045,1.1024,1.0646,1.1548,2.5026,1.2216,20.0063,1.2216,1.1548,1.2216,0.0969,0.0,0.1793,0.0969,0.0,1.0,0.1585,0.1944
2.5014,2.5115,2.5062,2.5272,8.5,8.6719,0.0631,74.2485,40.8263,0.1362,5.9874,1.1389,1.0914,1.1628,2.5093,1.1756,20.0009,1.1756,1.1628,1.1756,0.0933,0.0,0.1341,0.0933,0.0,1.0,0.1458,0.2152
2.5052,2.511,2.5073,2.5255,8.5,8.625,0.0638,74.1461,43.6418,0.1413,5.9868,1.1677,1.1105,1.1742,2.5089,1.1777,20.0134,1.1777,1.1742,1.1777,0.0935,0.0,0.1151,0.0935,0.0,1.0,0.1166,0.2386
2.5035,2.5074,2.5085,2.5209,8.5,8.625,0.0609,74.2208,46.3378,0.1425,6.0016,1.1508,1.1226,1.2164,2.5067,1.2792,20.026,1.2792,1.2164,1.2792,0.0947,0.0,0.1034,0.0947,0.0,1.0,0.0869,0.2611
2.5021,2.5053,2.5119,2.5218,8.5,8.6719,0.0573,74.2745,51.592,0.1398,6.0299,1.2242,1.1657,1.3037,2.5072,1.3903,20.0386,1.3903,1.3037,1.3903,0.0944,0.0,0.0756,0.0944,0.0,1.0,0.0424,0.3049
